iter	Accuracy	Logloss
730	0.8458083832	0.371697761
731	0.8458083832	0.3716735404
732	0.8458083832	0.3716055133
733	0.8458083832	0.3715709353
734	0.8458083832	0.3714944456
735	0.8458083832	0.3714797344
736	0.8458083832	0.371433419
737	0.8458083832	0.3712982959
738	0.8458083832	0.371263822
739	0.8443113772	0.3711433366
740	0.8443113772	0.3710850262
741	0.8443113772	0.3710526165
742	0.8443113772	0.3710498293
743	0.8443113772	0.3709905212
744	0.8443113772	0.3709482132
745	0.8458083832	0.3708893393
746	0.8458083832	0.3708750574
747	0.8443113772	0.3708343203
748	0.8443113772	0.3708183529
749	0.8443113772	0.3707914879
750	0.8443113772	0.370726371
751	0.8443113772	0.3706748019
752	0.8443113772	0.3706203207
753	0.8443113772	0.3705568524
754	0.8443113772	0.3705039034
755	0.8443113772	0.3704437381
756	0.8443113772	0.3704375014
757	0.8443113772	0.3704258099
758	0.8443113772	0.3703687453
759	0.8443113772	0.3703570734
760	0.8443113772	0.3701728949
761	0.8443113772	0.3701059425
762	0.8443113772	0.3700966393
763	0.8443113772	0.3700819076
764	0.8458083832	0.3700172056
765	0.8458083832	0.3700059141
766	0.8458083832	0.3699932917
767	0.8443113772	0.3699437634
768	0.8443113772	0.3699376746
769	0.8443113772	0.3698774774
770	0.8458083832	0.3698630883
771	0.8458083832	0.369846014
772	0.8458083832	0.3698339648
773	0.8443113772	0.3698093477
774	0.8443113772	0.3697701389
775	0.8428143713	0.3697310151
776	0.8428143713	0.3697189058
777	0.8428143713	0.3697040876
778	0.8428143713	0.3697016773
779	0.8428143713	0.3695936295
780	0.8428143713	0.3695783032
781	0.8428143713	0.3695405623
782	0.8428143713	0.3695048836
783	0.8428143713	0.3694319807
784	0.8428143713	0.3694203512
785	0.8428143713	0.3693597459
786	0.8428143713	0.3692701017
787	0.8428143713	0.3692428349
788	0.8428143713	0.3692370411
789	0.8428143713	0.369233512
790	0.8428143713	0.3691569015
791	0.8428143713	0.3691316075
792	0.8428143713	0.3690679856
793	0.8428143713	0.3689979702
794	0.8428143713	0.3689507455
795	0.8428143713	0.3689294119
796	0.8428143713	0.3689175759
797	0.8428143713	0.3688291868
798	0.8428143713	0.368664969
799	0.8428143713	0.3686536997
800	0.8428143713	0.368646123
801	0.8428143713	0.3686400919
802	0.8428143713	0.3685990874
803	0.8428143713	0.3685422925
804	0.8428143713	0.3685308188
805	0.8428143713	0.3684851398
806	0.8428143713	0.3684692838
807	0.8428143713	0.3684582561
808	0.8428143713	0.3683955731
809	0.8428143713	0.3683846757
810	0.8428143713	0.3682498141
811	0.8428143713	0.3682463772
812	0.8428143713	0.3682258369
813	0.8428143713	0.3681444274
814	0.8428143713	0.3681189975
815	0.8443113772	0.3681091851
816	0.8443113772	0.3681071743
817	0.8443113772	0.3680801002
818	0.8443113772	0.3680604033
819	0.8443113772	0.3679641028
820	0.8443113772	0.3679323362
821	0.8443113772	0.3679220326
822	0.8443113772	0.3678962219
823	0.8443113772	0.3678405548
824	0.8443113772	0.3678139723
825	0.8443113772	0.3677978616
826	0.8443113772	0.3677925147
827	0.8443113772	0.3677316747
828	0.8443113772	0.3677114772
829	0.8443113772	0.3676518248
830	0.8443113772	0.3676499416
831	0.8443113772	0.3676461394
832	0.8443113772	0.367634574
833	0.8443113772	0.3676105927
834	0.8443113772	0.3676046208
835	0.8443113772	0.3675686466
836	0.8443113772	0.3675193564
837	0.8443113772	0.3674943881
838	0.8443113772	0.3674717774
839	0.8443113772	0.3674429433
840	0.8443113772	0.3674369704
841	0.8443113772	0.3674232809
842	0.8443113772	0.3674138352
843	0.8443113772	0.3673236276
844	0.8443113772	0.3673141633
845	0.8443113772	0.3672550884
846	0.8443113772	0.3671997209
847	0.8443113772	0.3671521158
848	0.8443113772	0.3670529126
849	0.8443113772	0.3670049475
850	0.8443113772	0.3669470589
851	0.8443113772	0.3668758973
852	0.8443113772	0.3668275445
853	0.8443113772	0.3667919494
854	0.8443113772	0.3667455848
855	0.8443113772	0.3666635261
856	0.8443113772	0.3665913503
857	0.8443113772	0.3665015501
858	0.8443113772	0.3664853339
859	0.8443113772	0.3664561924
860	0.8443113772	0.366422636
861	0.8443113772	0.3664209601
862	0.8443113772	0.3663462017
863	0.8443113772	0.3663445531
864	0.8443113772	0.3661400863
865	0.8443113772	0.3660177187
866	0.8458083832	0.3659674087
867	0.8443113772	0.365927954
868	0.8458083832	0.3659147165
869	0.8458083832	0.3658761089
870	0.8458083832	0.365802432
871	0.8458083832	0.3656813338
872	0.8458083832	0.3655621067
873	0.8458083832	0.3654795433
874	0.8458083832	0.365407124
875	0.8458083832	0.3653753964
876	0.8458083832	0.3653442794
877	0.8458083832	0.3653374977
