iter	Passed	Remaining
700	8809	3757
701	8817	3743
702	8829	3730
703	8842	3717
704	8853	3704
705	8866	3692
706	8879	3679
707	8891	3667
708	8902	3653
709	8914	3641
710	8932	3630
711	8952	3621
712	8981	3615
713	8990	3601
714	9001	3588
715	9014	3575
716	9028	3563
717	9039	3550
718	9051	3537
719	9062	3524
720	9075	3511
721	9088	3499
722	9099	3486
723	9111	3473
724	9123	3460
725	9135	3447
726	9146	3434
727	9158	3422
728	9172	3409
729	9184	3396
730	9193	3383
731	9205	3370
732	9217	3357
733	9228	3344
734	9240	3331
735	9252	3318
736	9263	3305
737	9274	3292
738	9287	3280
739	9299	3267
740	9310	3254
741	9323	3242
742	9333	3228
743	9344	3215
744	9356	3202
745	9368	3189
746	9381	3177
747	9392	3164
748	9404	3151
749	9416	3138
750	9429	3126
751	9440	3113
752	9452	3100
753	9464	3088
754	9477	3075
755	9488	3062
756	9500	3049
757	9512	3036
758	9523	3023
759	9536	3011
760	9548	2998
761	9560	2986
762	9571	2973
763	9583	2960
764	9595	2947
765	9606	2934
766	9619	2922
767	9631	2909
768	9643	2896
769	9654	2883
770	9666	2871
771	9679	2858
772	9691	2846
773	9702	2833
774	9714	2820
775	9726	2807
776	9738	2794
777	9749	2782
778	9762	2769
779	9775	2757
780	9786	2744
781	9798	2731
782	9810	2718
783	9822	2706
784	9833	2693
785	9845	2680
786	9858	2668
787	9869	2655
788	9880	2642
789	9892	2629
790	9906	2617
791	9917	2604
792	9928	2591
793	9941	2579
794	9953	2566
795	9965	2553
796	9977	2541
797	9989	2528
798	10003	2516
799	10014	2503
800	10025	2490
801	10037	2478
802	10048	2465
803	10062	2452
804	10074	2440
805	10086	2427
806	10097	2414
807	10108	2401
808	10120	2389
809	10132	2376
810	10143	2363
811	10155	2351
812	10167	2338
813	10179	2326
814	10191	2313
815	10204	2300
816	10213	2287
817	10224	2274
818	10235	2262
819	10248	2249
820	10259	2236
821	10271	2224
822	10284	2211
823	10296	2199
824	10306	2186
825	10319	2173
826	10331	2161
827	10341	2148
828	10354	2135
829	10366	2123
830	10378	2110
831	10389	2097
832	10401	2085
833	10413	2072
834	10425	2060
835	10436	2047
836	10448	2034
837	10460	2022
838	10471	2009
839	10483	1996
840	10498	1984
841	10510	1972
842	10521	1959
843	10533	1946
844	10547	1934
845	10559	1922
846	10572	1909
847	10583	1897
848	10595	1884
849	10607	1871
850	10619	1859
851	10631	1846
852	10643	1834
853	10655	1821
854	10666	1808
855	10678	1796
856	10691	1783
857	10703	1771
858	10715	1758
859	10727	1746
860	10739	1733
861	10749	1720
862	10761	1708
863	10773	1695
864	10785	1683
865	10799	1671
866	10813	1658
867	10826	1646
868	10841	1634
869	10855	1622
870	10869	1609
871	10882	1597
872	10896	1585
873	10912	1573
874	10926	1560
875	10940	1548
876	10953	1536
877	10964	1523
878	10976	1510
879	10988	1498
880	11000	1485
881	11011	1473
882	11024	1460
883	11037	1448
884	11051	1436
885	11063	1423
886	11075	1410
887	11089	1398
888	11102	1386
889	11116	1373
890	11128	1361
891	11142	1349
892	11155	1336
893	11169	1324
894	11182	1311
895	11195	1299
896	11206	1286
897	11218	1274
898	11232	1261
899	11244	1249
900	11256	1236
901	11268	1224
902	11280	1211
903	11291	1199
904	11302	1186
905	11314	1173
906	11327	1161
907	11338	1148
908	11350	1136
909	11363	1123
910	11378	1111
911	11392	1099
912	11405	1086
913	11420	1074
914	11434	1062
915	11448	1049
916	11462	1037
917	11477	1025
918	11490	1012
919	11503	1000
920	11517	987
921	11531	975
922	11542	962
923	11553	950
924	11565	937
925	11577	925
926	11589	912
927	11600	900
928	11612	887
929	11625	875
930	11638	862
931	11649	849
932	11661	837
933	11675	825
934	11688	812
935	11703	800
936	11716	787
937	11730	775
938	11743	762
939	11757	750
940	11772	738
941	11787	725
942	11800	713
943	11813	700
944	11828	688
945	11841	675
946	11853	663
947	11865	650
948	11876	638
949	11888	625
950	11900	613
951	11912	600
952	11924	588
953	11937	575
954	11951	563
955	11963	550
956	11977	538
957	11991	525
958	12007	513
959	12021	500
960	12034	488
961	12045	475
962	12060	463
963	12074	450
964	12087	438
965	12102	425
966	12114	413
967	12127	400
968	12139	388
969	12151	375
970	12163	363
971	12174	350
972	12187	338
973	12198	325
974	12209	313
975	12221	300
976	12234	288
977	12245	275
978	12256	262
979	12269	250
980	12283	237
981	12296	225
982	12307	212
983	12321	200
984	12335	187
985	12349	175
986	12362	162
987	12376	150
988	12388	137
989	12401	125
990	12424	112
991	12439	100
992	12451	87
993	12463	75
994	12476	62
995	12486	50
996	12499	37
997	12511	25
998	12524	12
999	12535	0
